Date,Temperature High (C),Temperature Low (C),Temperature Average (C),Sea Surface Temperature (C),Sea Ice (WMO Code),Pressure High (mbar),Pressure Low (mbar),Pressure Average (mbar),Wind Peak (knots),Wind 5-Sec Peak (knots),Wind 2-Min Peak (knots),Wind Average (knots),Wind Peak Direction,Wind 5-Sec Peak Direction,Wind 2-Min Peak Direction,Wind Prevailing Direction,Precipitation Melted (mm),Precipitation Snow (cm),Depth at Snowstake (cm),Sky Coverage (tenths)
1997-03-10,2.7,-1.1,0.4,-0.1,0/6/0,984.8,975.6,977.9,52.0,,,23.0,260.0,,,SW,12.0,T,0,10.0
1997-03-11,0.8,-2.9,-1.0,0.2,0/6/0,979.9,975.2,977.4,43.0,,,18.0,220.0,,,SW,4.7,5,10,9.0
1997-03-12,1.3,-2.0,-0.6,0.5,0/6/0,995.2,978.5,987.1,35.0,,,13.0,220.0,,,SW,0.1,T,9,5.0
1997-03-13,0.6,-2.1,-0.1,-0.5,0/6/0,994.2,983.3,988.1,22.0,,,9.0,260.0,,,SW,3.5,3,10,10.0
1997-03-14,1.5,-0.4,0.5,-0.3,0/6/0,1005.0,994.2,999.7,30.0,,,14.0,220.0,,,SW,0.6,1,10,10.0
1997-03-15,2.5,-0.5,0.4,0.0,0/6/0,1014.8,1005.0,1011.5,29.0,,,8.0,220.0,,,SW,T,T,10,9.0
1997-03-16,3.6,-0.5,2.0,-0.5,0/6/0,1014.2,1000.5,1005.1,44.0,,,7.0,10.0,,,SE,3.7,0,2,10.0
1997-03-17,2.7,0.0,0.8,-0.7,0/6/0,1002.2,990.6,997.6,30.0,,,11.0,310.0,,,NW,5.6,3,0,10.0
1997-03-18,0.5,-1.6,-0.2,-0.9,0/6/0,994.8,989.0,991.9,23.0,,,5.0,200.0,,,SW,1.1,4,5,10.0
1997-03-19,1.5,-0.5,0.7,-1.2,0/6/0,994.5,978.9,985.1,39.0,,,14.0,20.0,,,NW,1.7,T,0,10.0
1997-03-20,2.0,-0.2,1.2,-0.8,0/6/0,980.7,977.0,978.9,34.0,,,17.0,350.0,,,NW,5.3,T,0,10.0
1997-03-21,2.0,-3.9,-1.4,-1.0,0/6/0,981.4,975.0,978.4,34.0,,,16.0,10.0,,,W,7.8,3,4,9.0
1997-03-22,-1.2,-5.0,-2.3,-1.0,0/6/0,981.4,973.8,977.5,46.0,,,17.0,30.0,,,SW,1.3,1,13,9.0
1997-03-23,-0.8,-5.0,-3.2,-0.7,0/6/0,988.0,979.2,982.1,38.0,,,11.0,230.0,,,SW,1.4,2,15,8.0
1997-03-24,-1.8,-4.4,-3.4,-0.7,0/6/0,1002.2,988.0,998.1,23.0,,,8.0,220.0,,,S,T,T,13,6.0
1997-03-25,0.4,-4.0,-1.8,-0.9,21692,1004.7,1002.2,1003.9,9.0,,,3.0,250.0,,,N,T,T,12,7.0
1997-03-26,1.0,-1.9,-0.2,-0.6,21691,1005.1,995.0,1001.4,22.0,,,7.0,110.0,,,E,1.1,T,11,10.0
1997-03-27,6.3,0.5,3.2,-0.1,0/6/0,994.2,971.6,978.2,44.0,,,21.0,30.0,,,NE,0.9,0,7,10.0
1997-03-28,4.8,0.4,1.7,-0.1,0/6/0,973.8,964.6,969.6,38.0,,,8.0,10.0,,,NE,4.8,1,0,10.0
1997-03-29,4.6,-0.4,1.9,0.0,0/6/0,980.6,964.2,972.0,29.0,,,7.0,100.0,,,E,0.5,0,0,6.0
1997-03-30,0.6,-1.4,-0.4,0.3,0/6/0,989.5,980.6,986.4,22.0,,,9.0,220.0,,,SW,T,T,0,10.0
1997-03-31,0.2,-1.9,-0.9,-0.9,0/6/0,987.2,982.0,985.1,34.0,,,9.0,230.0,,,SW,3.6,4,16,10.0
1997-04-01,-0.5,-2.3,-1.6,-0.3,0/6/0,999.4,987.2,996.2,26.0,,,9.0,230.0,,,SW,0.3,T,18,10.0
1997-04-02,2.0,-3.2,-0.6,-0.4,0/6/0,1003.7,996.9,1000.0,40.0,,,14.0,10.0,,,N,1.7,T,15,10.0
1997-04-03,0.3,-1.5,0.0,-0.3,0/6/0,1013.2,1002.8,1009.4,12.0,,,3.0,320.0,,,NW,1.0,1,13,10.0
1997-04-04,1.8,-1.5,0.4,-0.2,0/6/0,1013.4,1008.7,1011.1,20.0,,,3.0,40.0,,,SE,0.0,0,12,10.0
1997-04-05,3.0,-0.2,1.0,-0.5,0/6/0,1008.7,1000.1,1003.6,24.0,,,7.0,20.0,,,E,2.5,T,10,10.0
1997-04-06,6.0,0.8,3.2,-0.1,0/6/0,1001.0,987.1,994.3,42.0,,,16.0,30.0,,,N,3.1,0,6,10.0
1997-04-07,3.8,-0.5,1.8,-0.4,0/6/0,989.3,982.8,986.3,56.0,,,20.0,10.0,,,N,10.7,1,3,10.0
1997-04-08,6.5,-0.6,2.6,-0.2,0/6/0,988.3,967.0,975.8,42.0,,,13.0,30.0,,,NE,1.4,0,0,10.0
1997-04-09,3.5,-2.3,-1.0,-0.4,0/6/0,971.8,966.2,968.9,19.0,,,7.0,220.0,,,SW,11.5,11,10,10.0
1997-04-10,-1.5,-3.3,-2.0,-0.3,0/6/0,981.3,971.8,977.7,19.0,,,7.0,250.0,,,SW,0.2,T,8,10.0
1997-04-11,-1.0,-4.0,-1.8,-0.2,21692,984.7,981.2,982.8,25.0,,,9.0,240.0,,,N,1.3,2,9,10.0
1997-04-12,-1.0,-3.5,-2.0,-1.2,0/6/0,983.1,974.0,977.7,14.0,,,6.0,320.0,,,N,2.9,4,15,10.0
1997-04-13,0.5,-6.0,-2.4,-1.0,21692,977.1,972.7,974.9,28.0,,,6.0,10.0,,,NE,T,T,14,4.0
1997-04-14,2.0,-1.5,1.2,-0.8,0/6/0,977.2,972.5,974.3,50.0,,,26.0,20.0,,,NE,T,T,11,10.0
1997-04-15,1.5,-1.5,-0.3,-0.4,21691,972.5,968.0,968.6,24.0,,,3.0,70.0,,,NW,1.1,1,11,10.0
1997-04-16,0.8,-2.5,-1.1,-0.1,0/6/0,970.0,968.5,969.2,8.0,,,1.0,320.0,,,NE,2.0,2,14,10.0
1997-04-17,-0.5,-2.5,-1.0,-1.0,0/5/0,969.6,967.3,968.2,12.0,,,4.0,340.0,,,NW,1.1,1,15,10.0
1997-04-18,-0.5,-4.0,-2.3,-0.8,0/5/0,970.0,968.3,969.5,17.0,,,4.0,70.0,,,NE,T,T,15,4.0
1997-04-19,-1.0,-4.0,-2.4,-0.6,0/4/0,972.8,970.0,971.9,23.0,,,7.0,150.0,,,NE,0.0,0,14,8.0
1997-04-20,-2.0,-3.6,-2.7,-1.1,0/4/0,972.8,967.9,969.4,24.0,,,10.0,250.0,,,SW,2.0,2,15,10.0
1997-04-21,-1.9,-6.6,-3.0,-1.3,0/5/0,984.5,971.0,979.4,18.0,,,7.0,230.0,,,SW,0.0,0,17,1.0
1997-04-22,-2.3,-6.4,-4.1,-1.7,0/5/0,985.5,976.2,981.2,25.0,,,6.0,60.0,,,NE,0.0,0,15,5.0
1997-04-23,-1.2,-3.8,-2.3,-1.5,0/5/0,982.3,975.9,978.5,15.0,,,2.0,140.0,,,NE,3.1,4,16,8.0
1997-04-24,1.3,-3.2,-0.6,-0.7,0/5/0,986.9,982.3,985.0,31.0,,,9.0,70.0,,,N,2.5,3,22,7.0
1997-04-25,0.4,-4.1,-1.6,-0.5,0/5/0,992.0,982.5,986.8,42.0,,,11.0,20.0,,,N,1.0,1,21,5.0
1997-04-26,-1.7,-4.6,-2.7,-0.8,0/5/0,999.5,992.0,997.8,23.0,,,8.0,280.0,,,SW,5.8,6,30,10.0
1997-04-27,-3.1,-5.5,-4.0,-1.0,0/5/0,999.1,991.7,994.8,13.0,,,4.0,10.0,,,N,0.8,2,28,9.0
1997-04-28,-2.5,-5.2,-3.0,-1.2,0/5/0,991.8,973.8,980.0,38.0,,,16.0,360.0,,,NW,0.7,T,28,10.0
1997-04-29,-2.6,-7.6,-5.9,-1.1,0/4/0,984.8,974.2,981.2,32.0,,,13.0,230.0,,,SW,0.8,T,29,10.0
1997-04-30,-4.6,-6.8,-6.3,-0.8,0/6/0,992.3,984.7,990.1,19.0,,,8.0,190.0,,,SW,0.3,T,28,10.0
1997-05-01,-1.6,-7.4,-4.3,-0.6,0/5/0,991.9,987.3,989.3,29.0,,,11.0,110.0,,,SE,0.6,T,27,10.0
1997-05-02,0.7,-5.9,-1.2,-0.4,0/5/0,987.5,972.9,977.0,49.0,,,20.0,40.0,,,NE,3.9,4,26,10.0
1997-05-03,-1.5,-4.7,-2.8,-0.7,0/4/0,985.9,974.3,981.0,24.0,,,12.0,240.0,,,SW,2.3,2,37,10.0
1997-05-04,-3.1,-7.3,-4.1,-1.3,0/6/0,996.4,986.0,993.3,21.0,,,9.0,190.0,,,N,0.0,0,32,1.0
1997-05-05,-3.7,-6.2,-4.6,-1.0,0/6/0,997.3,994.4,995.9,15.0,,,8.0,10.0,,,N,1.0,2,35,9.0
1997-05-06,-1.0,-5.2,-2.3,-1.4,0/6/0,997.1,992.0,992.4,27.0,,,10.0,220.0,,,NW,1.0,2,33,9.0
1997-05-07,0.6,-5.6,-2.7,-1.5,0/6/0,993.5,979.5,987.4,42.0,,,19.0,30.0,,,SW,1.3,1,30,2.0
1997-05-08,0.9,-4.8,-1.6,-1.4,0/5/0,995.8,977.3,991.0,49.0,,,23.0,360.0,,,SW,0.2,T,29,10.0
1997-05-09,1.4,-4.7,-1.6,-1.4,0/5/0,999.8,994.3,996.6,26.0,,,9.0,120.0,,,SW,10.5,5,27,10.0
1997-05-10,3.5,-1.0,0.5,-1.0,0/5/0,998.9,995.3,998.1,26.0,,,9.0,320.0,,,NW,1.7,T,32,10.0
1997-05-11,5.9,-1.4,1.8,-1.1,0/6/0,999.5,982.0,992.8,30.0,,,22.0,30.0,,,N,1.5,0,19,10.0
1997-05-12,4.7,1.3,2.6,-0.6,0/6/0,988.1,979.3,984.3,62.0,,,29.0,20.0,,,N,4.2,0,9,10.0
1997-05-13,4.7,0.2,2.8,-0.6,0/6/0,988.7,976.5,983.0,48.0,,,21.0,360.0,,,N,1.4,0,5,10.0
1997-05-14,2.0,-3.2,-0.9,-0.7,0/0/0,985.4,976.2,981.5,40.0,,,20.0,350.0,,,NW,1.1,T,2,9.0
1997-05-15,-2.3,-5.2,-3.6,-0.8,0/6/0,987.3,985.0,986.4,29.0,,,11.0,310.0,,,N,0.9,1,4,8.0
1997-05-16,-3.2,-7.3,-4.8,-1.0,0/6/0,1001.1,985.3,995.7,22.0,,,11.0,220.0,,,SW,0.0,0,3,1.0
1997-05-17,-4.0,-7.2,-5.2,-1.0,0/6/0,1001.5,999.6,1000.4,19.0,,,4.0,150.0,,,NE,0.0,0,2,1.0
1997-05-18,-4.6,-7.6,-5.3,-0.9,0/6/0,1000.0,996.8,997.5,16.0,,,8.0,190.0,,,SW,0.1,T,2,9.0
1997-05-19,-5.2,-6.7,-5.9,-1.0,0/6/0,1001.2,997.3,999.4,17.0,,,5.0,210.0,,,SW,T,T,2,9.0
1997-05-20,-4.2,-6.8,-4.6,-1.5,0/5/0,1000.8,999.5,999.8,9.0,,,4.0,240.0,,,N,0.2,0,2,2.0
1997-05-21,-3.5,-5.0,-4.3,-1.6,0/6/0,1003.0,999.8,1001.1,20.0,,,6.0,230.0,,,SW,0.5,0,2,10.0
1997-05-22,-2.1,-5.0,-3.5,-1.9,0/6/0,1004.5,1003.0,1003.8,16.0,,,9.0,200.0,,,SW,0.2,0,2,10.0
1997-05-23,-2.2,-3.8,-3.1,-1.5,0/6/0,1012.5,1004.2,1009.6,18.0,,,7.0,210.0,,,SW,0.1,0,2,10.0
1997-05-24,-1.1,-3.6,-2.0,-1.4,20692,1013.5,1004.1,1008.9,15.0,,,8.0,340.0,,,NW,5.7,8,4,10.0
1997-05-25,-0.9,-4.7,-2.7,-1.5,20692,1019.0,1002.5,1011.9,18.0,,,7.0,210.0,,,SW,2.0,2,22,8.0
1997-05-26,-1.2,-3.9,-1.9,-1.4,20692,1020.0,1015.0,1016.9,28.0,,,9.0,240.0,,,SW,0.0,0,20,10.0
1997-05-27,-1.5,-2.8,-2.1,-1.5,20692,1016.4,1014.3,1016.1,12.0,,,4.0,220.0,,,SW,0.3,0,19,10.0
1997-05-28,-1.3,-5.5,-2.8,-1.7,20692,1014.0,1004.5,1009.4,12.0,,,4.0,230.0,,,NW,1.0,T,19,10.0
1997-05-29,0.0,-2.3,-1.0,-1.6,20692,1005.4,1001.2,1003.8,13.0,,,4.0,300.0,,,NW,5.4,1,19,10.0
1997-05-30,-1.7,-5.2,-3.3,-1.3,20692,1005.6,1002.9,1003.9,9.0,,,2.0,320.0,,,NE,0.3,0,19,3.0
1997-05-31,-1.0,-5.1,-3.3,-1.4,20692,1003.2,1001.3,1002.1,8.0,,,2.0,310.0,,,NW,0.0,0,19,8.0
1997-06-01,-0.1,-5.6,-2.6,-1.1,20692,1002.8,1000.8,1001.5,1.0,,,0.0,120.0,,,NE,1.8,0,19,10.0
1997-06-02,7.1,-0.5,3.5,-0.8,0/6/0,1005.2,998.0,1002.6,37.0,,,15.0,20.0,,,NE,0.2,0,10,10.0
1997-06-03,5.0,0.3,2.7,-0.6,0/6/0,997.0,994.2,996.0,54.0,,,16.0,20.0,,,NE,0.8,0,0,8.0
1997-06-04,4.9,0.4,2.0,-0.9,0/6/0,1002.3,991.8,996.9,40.0,,,22.0,20.0,,,N,6.5,0,0,9.0
1997-06-05,4.0,-1.3,0.9,-0.9,0/6/0,1002.5,995.0,997.0,46.0,,,16.0,360.0,,,N,2.0,0,0,7.0
1997-06-06,0.5,-2.0,-1.0,-1.1,0/6/0,1005.7,996.8,1003.1,17.0,,,7.0,40.0,,,NW,3.4,5,1,10.0
1997-06-07,-0.4,-6.2,-3.3,-1.2,0/6/0,1006.1,1004.2,1004.7,12.0,,,6.0,210.0,,,SW,3.5,1,13,10.0
1997-06-08,-2.6,-6.9,-4.2,-1.8,0/6/0,1009.1,1003.2,1006.5,20.0,,,8.0,220.0,,,N,0.0,0,11,10.0
1997-06-09,-2.6,-4.6,-3.8,-1.5,0/5/0,1003.9,1000.9,1002.7,14.0,,,3.0,240.0,,,SW,0.5,T,10,10.0
1997-06-10,-0.5,-4.6,-3.3,-1.8,0/5/0,1004.1,994.7,1002.1,45.0,,,21.0,190.0,,,SW,0.6,T,10,5.0
1997-06-11,-2.3,-6.6,-4.0,-1.6,0/6/0,1008.8,1004.1,1006.7,21.0,,,9.0,220.0,,,SW,0.0,0,10,1.0
1997-06-12,-2.1,-3.3,-2.8,-1.6,0/5/0,1010.8,1006.0,1008.1,16.0,,,7.0,230.0,,,SW,0.9,T,10,10.0
1997-06-13,-2.0,-3.6,-3.1,-1.1,0/5/0,1021.8,1010.7,1016.5,13.0,,,4.0,260.0,,,SW,0.1,T,9,7.0
1997-06-14,-0.6,-3.9,-2.0,-1.5,20592,1023.8,1020.9,1022.6,17.0,,,8.0,240.0,,,NW,0.1,T,9,10.0
1997-06-15,-1.7,-5.6,-3.0,-1.5,20592,1021.0,1007.1,1014.1,17.0,,,7.0,220.0,,,NW,0.4,0,9,10.0
1997-06-16,-2.1,-5.2,-2.9,-1.6,20592,1007.0,997.8,999.8,13.0,,,2.0,90.0,,,SE,0.4,1,10,10.0
1997-06-17,-0.2,-3.7,-1.7,-1.4,20592,997.5,986.6,990.3,16.0,,,6.0,330.0,,,SE,12.2,14,19,10.0
1997-06-18,-3.4,-8.4,-6.5,-1.9,20692,997.7,989.5,995.3,21.0,,,8.0,220.0,,,SW,0.0,0,26,6.0
1997-06-19,-3.4,-9.3,-5.6,-1.4,20692,997.3,987.5,990.6,15.0,,,3.0,110.0,,,NE,2.0,3,25,10.0
1997-06-20,2.4,-3.6,-0.1,-1.0,0/6/0,987.7,981.5,983.9,40.0,,,13.0,20.0,,,NE,8.4,11,29,10.0
1997-06-21,0.0,-4.2,-3.7,-1.4,0/6/0,985.5,981.7,984.4,21.0,,,6.0,190.0,,,S,6.7,6,31,10.0
1997-06-22,-3.7,-7.7,-6.9,-1.9,20692,994.2,985.5,991.3,17.0,,,7.0,220.0,,,SW,2.0,4,47,10.0
1997-06-23,-6.8,-9.7,-8.2,-1.7,20692,1001.8,994.2,999.3,19.0,,,5.0,210.0,,,SW,2.0,2,48,10.0
1997-06-24,-7.6,-13.3,-11.2,-2.0,20692,1002.3,998.5,999.8,23.0,,,8.0,30.0,,,NE,T,T,43,6.0
1997-06-25,-6.6,-11.6,-8.9,-1.5,20692,1009.5,1002.3,1007.7,18.0,,,8.0,190.0,,,NE,0.0,0,41,1.0
1997-06-26,-7.0,-11.2,-9.6,-1.9,20692,1009.2,1005.3,1005.9,14.0,,,6.0,180.0,,,NE,0.0,0,39,1.0
1997-06-27,-5.8,-10.2,-7.7,-1.8,20692,1005.5,998.9,1001.0,9.0,,,3.0,10.0,,,NE,0.0,0,37,10.0
1997-06-28,-4.2,-6.9,-5.7,-1.6,20692,1001.9,998.9,1000.5,17.0,,,5.0,10.0,,,NE,0.0,0,36,10.0
1997-06-29,-3.1,-5.2,-4.1,-1.5,21693,1002.3,997.6,998.6,39.0,,,22.0,360.0,,,NE,T,T,34,9.0
1997-06-30,-4.2,-7.8,-6.0,-1.9,21693,997.8,996.0,996.3,26.0,,,11.0,20.0,,,NE,0.0,0,32,5.0
1997-07-01,-6.5,-10.8,-9.0,-2.0,21693,1007.5,997.0,1002.2,15.0,,,4.0,360.0,,,NE,0.2,1,31,10.0
1997-07-02,-6.0,-9.8,-8.3,-2.0,21693,1009.7,1007.5,1008.7,22.0,,,8.0,340.0,,,NE,2.0,9,45,2.0
1997-07-03,-7.5,-12.9,-9.9,-2.0,31693,1011.0,1007.3,1008.6,16.0,,,7.0,180.0,,,S,1.9,6,47,2.0
1997-07-04,-9.4,-12.2,-10.6,-2.0,31693,1011.0,1004.0,1007.1,11.0,,,4.0,30.0,,,S,0.2,1,45,10.0
1997-07-05,-7.1,-12.2,-9.8,-1.9,42693,1012.8,1004.5,1009.3,10.0,,,4.0,360.0,,,NE,0.0,0,42,1.0
1997-07-06,-6.3,-10.2,-8.1,-1.8,42693,1018.3,1012.2,1016.2,9.0,,,3.0,340.0,,,N,0.0,0,41,10.0
1997-07-07,-6.5,-10.4,-9.1,-1.8,42693,1018.5,1017.3,1017.6,7.0,,,3.0,210.0,,,NE,0.0,0,39,2.0
1997-07-08,-9.1,-11.3,-10.0,-1.8,42693,1018.2,1010.9,1013.2,7.0,,,4.0,360.0,,,NE,0.4,0,39,2.0
1997-07-09,-8.0,-11.1,-9.6,-1.8,42693,1010.9,1004.0,1006.0,11.0,,,3.0,240.0,,,NE,0.7,T,38,1.0
1997-07-10,-5.4,-11.5,-9.0,-1.8,42693,1004.0,982.7,993.8,22.0,,,5.0,10.0,,,NE,0.0,0,38,10.0
1997-07-11,-0.3,-6.1,-2.8,-1.8,32691,982.7,967.0,969.7,37.0,,,15.0,360.0,,,N,0.6,T,36,7.0
1997-07-12,-1.6,-6.3,-3.4,-1.6,32692,975.0,967.1,972.1,34.0,,,11.0,10.0,,,NW,1.2,1,38,9.0
1997-07-13,1.7,-2.7,-0.8,-1.6,21691,972.0,956.8,961.1,50.0,,,21.0,40.0,,,N,1.5,3,35,10.0
1997-07-14,-0.6,-6.7,-4.1,-1.7,21691,972.9,955.5,963.7,38.0,,,16.0,250.0,,,N,5.3,11,42,10.0
1997-07-15,-4.2,-8.8,-6.2,-1.5,21690,990.4,972.8,984.1,23.0,,,8.0,20.0,,,N,0.0,0,40,1.0
1997-07-16,-1.7,-10.1,-6.9,-1.8,21690,991.4,970.0,983.2,25.0,,,11.0,30.0,,,W,0.8,1,38,10.0
1997-07-17,-1.6,-8.4,-6.4,-1.7,21690,991.6,965.7,977.8,38.0,,,22.0,240.0,,,SW,0.7,2,42,10.0
1997-07-18,-0.2,-10.2,-4.5,-1.7,21693,994.3,980.7,987.5,53.0,,,23.0,340.0,,,NW,1.2,T,41,7.0
1997-07-19,2.8,-7.7,-3.8,-1.8,21690,994.5,970.4,979.6,58.0,,,24.0,360.0,,,N,3.7,1,38,10.0
1997-07-20,-0.5,-2.3,-1.3,-1.7,21693,972.0,960.1,966.2,57.0,,,5.0,350.0,,,NW,22.6,21,47,10.0
1997-07-21,-0.6,-6.6,-2.6,-2.0,21693,980.0,967.0,977.0,50.0,,,28.0,350.0,,,N,0.2,T,40,10.0
1997-07-22,-0.8,-15.1,-9.8,,21692,987.3,968.3,980.2,43.0,,,22.0,10.0,,,SW,0.6,T,36,9.0
1997-07-23,-7.6,-15.6,-14.7,-2.0,42793,1001.3,987.0,998.0,24.0,,,13.0,210.0,,,SW,T,T,35,10.0
1997-07-24,-0.3,-14.0,-3.1,-1.9,32691,999.8,975.0,982.4,54.0,,,25.0,30.0,,,N,2.4,3,35,9.0
1997-07-25,-0.5,-11.5,-6.1,-1.8,22691,975.0,968.2,970.4,46.0,,,18.0,10.0,,,SW,0.6,T,35,10.0
1997-07-26,-11.0,-19.3,-16.8,-2.0,42693,988.9,973.3,984.3,21.0,,,13.0,240.0,,,SW,0.5,T,36,10.0
1997-07-27,-13.2,-19.0,-15.2,-1.9,52793,988.9,985.8,986.9,13.0,,,6.0,270.0,,,SW,T,T,36,8.0
1997-07-28,-3.1,-15.3,-8.7,-1.9,52692,987.7,965.1,975.1,22.0,,,4.0,140.0,,,NW,4.3,8,44,10.0
1997-07-29,-3.0,-9.5,-5.6,-1.9,52692,970.0,963.4,965.6,31.0,,,13.0,80.0,,,NE,4.7,10,44,10.0
1997-07-30,-6.0,-12.7,-10.1,-1.9,52692,981.4,970.1,978.3,21.0,,,8.0,140.0,,,NW,2.1,3,56,10.0
1997-07-31,-6.2,-19.2,-15.1,-1.9,52693,980.0,967.1,973.3,44.0,,,26.0,230.0,,,SW,0.4,T,35,9.0
1997-08-01,-15.2,-25.2,-20.1,-1.9,52693,977.5,974.0,975.8,37.0,,,21.0,240.0,,,SW,0.3,T,34,8.0
1997-08-02,-7.5,-15.5,-10.2,-1.9,92795,1000.3,978.2,996.1,62.0,,,14.0,110.0,,,SE,0.2,T,34,1.0
1997-08-03,-6.8,-11.9,-9.6,-1.9,92795,999.8,983.1,989.9,19.0,,,10.0,260.0,,,NW,1.7,4,38,10.0
1997-08-04,-11.2,-16.2,-12.4,-1.9,92795,997.4,980.1,989.4,43.0,,,19.0,250.0,,,SW,1.4,1,36,10.0
1997-08-05,-3.5,-12.6,-7.8,-1.9,92695,999.2,994.2,997.0,27.0,,,12.0,260.0,,,SW,1.1,2,36,10.0
1997-08-06,-3.6,-13.1,-8.2,-1.9,92695,1006.3,997.8,1003.7,18.0,,,6.0,320.0,,,NW,0.5,1,57,10.0
1997-08-07,-0.6,-6.6,-3.1,-1.9,92695,1006.9,997.0,1002.4,17.0,,,6.0,110.0,,,SE,0.2,T,55,10.0
1997-08-08,4.4,-1.5,0.7,-1.8,52694,997.0,971.4,978.6,43.0,,,20.0,50.0,,,E,0.4,T,42,10.0
1997-08-09,2.6,-1.9,-0.6,-1.8,52692,977.2,971.3,975.0,9.0,,,2.0,140.0,,,SE,0.2,T,40,10.0
1997-08-10,1.1,-3.5,-2.0,-1.8,42691,980.2,977.0,978.0,11.0,,,1.0,340.0,,,NW,6.8,13,44,10.0
1997-08-11,0.7,-5.2,-2.3,-1.8,42692,982.5,980.0,981.6,27.0,,,8.0,360.0,,,N,1.8,3,51,10.0
1997-08-12,2.2,-4.6,-2.2,-1.7,32791,983.0,974.5,980.1,38.0,,,20.0,350.0,,,NE,0.3,T,38,8.0
1997-08-13,0.4,-5.4,-2.0,-1.7,32791,982.0,972.0,976.0,42.0,,,18.0,80.0,,,E,T,T,37,10.0
1997-08-14,-0.4,-5.5,-3.5,-1.7,22791,985.1,975.7,981.1,40.0,,,26.0,20.0,,,E,0.8,T,38,10.0
1997-08-15,-1.3,-6.5,-3.8,-1.9,22890,988.5,975.0,986.1,40.0,,,15.0,70.0,,,NE,0.1,T,37,10.0
1997-08-16,-1.2,-6.8,-4.3,-1.9,22790,987.6,970.9,976.5,24.0,,,8.0,110.0,,,SE,11.2,19,62,10.0
1997-08-17,-2.2,-5.6,-4.5,-2.0,22790,976.9,971.3,975.4,30.0,,,10.0,60.0,,,NE,1.5,1,61,9.0
1997-08-18,-4.2,-10.0,-7.5,-1.8,22790,993.5,972.9,984.0,31.0,,,11.0,110.0,,,E,T,T,53,4.0
1997-08-19,-2.3,-10.5,-6.9,-2.0,32693,998.2,985.9,992.8,30.0,,,10.0,360.0,,,SW,4.0,5,51,10.0
1997-08-20,-1.0,-10.7,-6.2,-1.9,32692,986.0,963.7,968.9,44.0,,,28.0,350.0,,,SW,1.3,1,63,10.0
1997-08-21,-9.0,-13.0,-11.5,-1.9,32692,992.8,971.0,985.8,40.0,,,13.0,240.0,,,SW,T,T,62,10.0
1997-08-22,1.4,-11.0,-0.4,-2.0,32691,992.5,957.0,969.4,68.0,,,33.0,360.0,,,N,4.2,1,38,10.0
1997-08-23,1.5,-16.0,-13.2,-2.0,32793,978.6,955.7,975.0,39.0,,,18.0,340.0,,,SW,1.8,T,40,10.0
1997-08-24,-9.6,-18.2,-14.9,-2.0,32793,974.0,965.2,971.0,32.0,,,16.0,220.0,,,SW,3.0,2,42,10.0
1997-08-25,-15.7,-21.6,-18.7,-2.0,42793,984.5,973.0,981.2,25.0,,,12.0,220.0,,,SW,0.1,T,42,10.0
1997-08-26,-1.4,-16.0,-9.9,-2.0,52793,996.2,974.9,986.2,54.0,,,16.0,350.0,,,SW,6.3,9,40,10.0
1997-08-27,0.4,-16.1,-5.8,-2.0,52792,998.6,993.3,995.7,46.0,,,14.0,360.0,,,N,0.2,T,41,10.0
1997-08-28,0.9,-0.6,0.2,-2.0,42791,995.2,990.0,992.6,39.0,,,26.0,360.0,,,N,0.0,0,41,9.0
1997-08-29,1.3,-2.6,-0.7,-2.0,42791,989.9,962.6,974.6,43.0,,,21.0,360.0,,,NE,T,T,40,10.0
1997-08-30,-1.5,-13.1,-8.2,-2.0,42793,966.6,956.5,961.2,28.0,,,14.0,260.0,,,SW,2.7,2,53,10.0
1997-08-31,-11.2,-14.3,-13.0,-2.0,42793,975.7,965.3,971.0,21.0,,,10.0,270.0,,,SW,0.2,T,49,10.0
1997-09-01,-6.7,-17.0,-12.9,-2.0,52893,995.1,974.5,987.8,11.0,,,3.0,90.0,,,NE,0.0,0,49,1.0
1997-09-02,-9.8,-16.5,-13.4,-2.0,52893,1003.2,994.0,1000.7,6.0,,,2.0,30.0,,,NE,0.0,0,49,1.0
1997-09-03,-0.8,-14.1,-5.4,-2.0,54792,1002.7,993.4,998.2,39.0,,,8.0,10.0,,,SE,0.2,T,49,10.0
1997-09-04,0.7,-1.6,-0.1,-2.0,54692,994.1,983.7,986.8,51.0,,,29.0,30.0,,,N,3.2,3,42,10.0
1997-09-05,-0.1,-14.1,-7.8,-2.0,56791,987.5,979.1,985.7,24.0,,,6.0,230.0,,,NW,6.5,13,62,5.0
1997-09-06,-4.0,-13.1,-7.5,-2.0,52791,985.1,983.1,983.7,31.0,,,6.0,360.0,,,NW,0.3,T,61,8.0
1997-09-07,-7.6,-18.2,-11.9,-2.0,42891,994.6,985.2,990.3,15.0,,,8.0,300.0,,,NW,T,T,60,9.0
1997-09-08,-7.6,-22.2,-14.4,-2.0,42692,997.3,994.6,996.2,8.0,,,2.0,130.0,,,NW,0.5,T,59,10.0
1997-09-09,-3.7,-16.0,-8.5,-2.0,42692,997.0,979.5,990.6,44.0,,,9.0,360.0,,,N,2.0,2,59,10.0
1997-09-10,-0.2,-15.2,-8.6,-2.0,42692,979.5,948.7,961.4,62.0,,,22.0,310.0,,,SW,11.4,11,49,9.0
